Month,HOAD Remarks,Owned GST No,GSTIN of supplier,Trade/Legal name,Invoice number,Invoice type,Invoice Date,Invoice Value(₹),Place of supply,Supply Attract Reverse Charge,Taxable Value (₹),Integrated Tax(₹),Central Tax(₹),State/UT Tax(₹),Cess(₹),GSTR-1/IFF/GSTR-5 Period,GSTR-1/IFF/GSTR-5 Filing Date,ITC Availability,Reason,Applicable % of Tax Rate,Source,IRN,IRN Date,User Remark's
24-Dec,Carry Forward,24AADCA2325A1ZL,19AADCA2325A1ZC,HOUSE OF ANITA DONGRE LIMITED,240TO1011000635,Regular,45655,12320,Gujarat,No,11000,"1,320", -   , -   ,0,Dec'24,11/1/2025,Yes,,100%,,,,Intransit
24-Dec,Carry Forward,24AADCA2325A1ZL,27AAACH2702H3ZY,HDFC BANK LIMITED,MAP2536651524248,Regular,12/31/2024,178578.58,Gujarat,No,151337.78,"27,241", -   , -   ,0,Dec'24,10/1/2025,Yes,,100%,,,,Booked In Jan-25
24-Dec,Carry Forward,24AADCA2325A1ZL,24AAACB2894G1ZT,BHARTI  AIRTEL LTD.,HF2524I000401981,Regular,45632,942.82,Gujarat,No,799, -   ,72,72,0,Dec'24,11/1/2025,Yes,,100%,E-Invoice,8173a0f4208ff076b0e2ad124663dda07635c6a008efdddb95b004725b95cb13,6/12/2024,Booked In Jan-25
24-Dec,Carry Forward,24AADCA2325A1ZL,04AADCA2325A1ZN,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1005000465,Regular,45654,12320,Gujarat,No,11000,"1,320", -   , -   ,0,Dec'24,11/1/2025,Yes,,100%,,,,Intransit
24-Dec,Carry Forward,24AADCA2325A1ZL,04AADCA2325A1ZN,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1005000468,Regular,45657,8925,Gujarat,No,8500,425, -   , -   ,0,Dec'24,11/1/2025,Yes,,100%,,,,Intransit
24-Dec,Carry Forward,06AADCA2325A1ZJ,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1013002673,Regular,45653,8400,Haryana,No,8000,400, -   , -   ,0,Dec'24,11/1/2025,Yes,,100%,,,,Intransit
24-Dec,Carry Forward,06AADCA2325A1ZJ,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1289001244,Regular,45655,5588.8,Haryana,No,4990,599, -   , -   ,0,Dec'24,11/1/2025,Yes,,100%,,,,Intransit
24-Dec,Carry Forward,06AADCA2325A1ZJ,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,72067617,Regular,45654,18625.6,Haryana,No,16630,"1,996", -   , -   ,0,Dec'24,11/1/2025,Yes,,100%,,,,Intransit
24-Dec,Carry Forward,06AADCA2325A1ZJ,06AAACL8808J1ZC,LAGOON TELECOMMUNICATION PVT LTD,09240104/00268,Regular,10/3/2024,262,Haryana,No,222, -   ,20,20,0,Dec'24,15/01/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,06AADCA2325A1ZJ,06AAACL8808J1ZC,LAGOON TELECOMMUNICATION PVT LTD,10240104/00269,Regular,11/3/2024,281,Haryana,No,238.5, -   ,21,21,0,Dec'24,15/01/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,06AADCA2325A1ZJ,06AAACL8808J1ZC,LAGOON TELECOMMUNICATION PVT LTD,11240104/00270,Regular,12/3/2024,272,Haryana,No,229.7, -   ,21,21,0,Dec'24,15/01/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,06AADCA2325A1ZJ,07AADCA2325A1ZH,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1010001091,Regular,45646,5040,Haryana,No,4500,540, -   , -   ,0,Dec'24,11/1/2025,Yes,,100%,,,,Intransit
24-Dec,Carry Forward,06AADCA2325A1ZJ,07AADCA2325A1ZH,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1010001113,Regular,45655,927,Haryana,No,900,27, -   , -   ,0,Dec'24,11/1/2025,Yes,,100%,,,,Intransit
24-Dec,Carry Forward,06AADCA2325A1ZJ,07AADCA2325A1ZH,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1010001114,Regular,45656,2004.8,Haryana,No,1790,215, -   , -   ,0,Dec'24,11/1/2025,Yes,,100%,,,,Intransit
24-Dec,Carry Forward,06AADCA2325A1ZJ,06AAACB0446L1ZW,BLUE DART EXPRESS LTD.,2024C06R00005189,Regular,45657,1994.12,Haryana,No,1689.94, -   ,152,152,0,Dec'24,11/1/2025,Yes,,100%,E-Invoice,4eddada2107f92a350fbf0b02c37dccc79f4d24de7a8f028378be5003f533418,2/1/2025,Invoice not received
24-Dec,Carry Forward,06AADCA2325A1ZJ,06AAACB0446L1ZW,BLUE DART EXPRESS LTD.,2024C06R00005190,Regular,45657,15745.63,Haryana,No,13343.75, -   ,"1,201","1,201",0,Dec'24,11/1/2025,Yes,,100%,E-Invoice,dab4e46c8184e323187673e9a80da2596fc71da9a295caec4eb21afdcbebc4db,2/1/2025,Invoice not received
24-Dec,Carry Forward,06AADCA2325A1ZJ,27AAACH2702H3ZY,HDFC BANK LIMITED,MAP2536652124341,Regular,12/31/2024,39198.09,Haryana,No,33218.72,"5,979", -   , -   ,0,Dec'24,10/1/2025,Yes,,100%,,,,Booked In Jan-25
24-Dec,Carry Forward,19AADCA2325A1ZC,19AAACB0446L1ZP,BLUE DART EXPRESS LIMITED,2024C19R00005049,Regular,45657,3883.82,West Bengal,No,3291.38, -   ,296,296,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,19AADCA2325A1ZC,19AAACB0446L1ZP,BLUE DART EXPRESS LIMITED,2024C19R00005050,Regular,45657,10002.45,West Bengal,No,8476.65, -   ,763,763,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,19AADCA2325A1ZC,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,72067615,Regular,45654,73612,West Bengal,No,66430,"7,182", -   , -   ,0,Dec'24,11/1/2025,Yes,,100%,,,,Intransit
24-Dec,Carry Forward,19AADCA2325A1ZC,06AADCA2325A1ZJ,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1002000626,Regular,45655,1298,West Bengal,No,1100,198, -   , -   ,0,Dec'24,11/1/2025,Yes,,100%,,,,Intransit
24-Dec,Carry Forward,19AADCA2325A1ZC,06AADCA2325A1ZJ,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1002000631,Regular,45656,3796.8,West Bengal,No,3390,407, -   , -   ,0,Dec'24,11/1/2025,Yes,,100%,,,,Intransit
24-Dec,Carry Forward,19AADCA2325A1ZC,36AADCA2325A1ZG,HOUSE OF ANITA DONGRE LIMITED,240TO1003000674,Regular,45655,3920,West Bengal,No,3500,420, -   , -   ,0,Dec'24,11/1/2025,Yes,,100%,,,,Intransit
24-Dec,Carry Forward,19AADCA2325A1ZC,24AADCA2325A1ZL,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1296000658,Regular,45656,3920,West Bengal,No,3500,420, -   , -   ,0,Dec'24,11/1/2025,Yes,,100%,,,,Intransit
24-Dec,Carry Forward,19AADCA2325A1ZC,04AADCA2325A1ZN,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1005000464,Regular,45654,6025.6,West Bengal,No,5380,646, -   , -   ,0,Dec'24,11/1/2025,Yes,,100%,,,,Intransit
24-Dec,Carry Forward,19AADCA2325A1ZC,27AAACH2702H3ZY,HDFC BANK LIMITED,MAP2536652412348,Regular,12/31/2024,39829.7,West Bengal,No,33753.98,"6,076", -   , -   ,0,Dec'24,10/1/2025,Yes,,100%,,,,Booked In Jan-25
24-Dec,Carry Forward,36AADCA2325A1ZG,36AAACB0446L1ZT,blue dart express limited,2024C36R00004399,Regular,45657,3147.37,Telangana,No,2667.27, -   ,240,240,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,36AADCA2325A1ZG,36AAACB0446L1ZT,blue dart express limited,2024C36R00004400,Regular,45657,26167.95,Telangana,No,22176.23, -   ,"1,996","1,996",0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,36AADCA2325A1ZG,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1004001472,Regular,45644,4020.8,Telangana,No,3590,431, -   , -   ,0,Dec'24,11/1/2025,Yes,,100%,,,,Intransit
24-Dec,Carry Forward,36AADCA2325A1ZG,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1004001511,Regular,45656,2676.8,Telangana,No,2390,287, -   , -   ,0,Dec'24,11/1/2025,Yes,,100%,,,,Intransit
24-Dec,Carry Forward,36AADCA2325A1ZG,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1289001245,Regular,45655,2340.8,Telangana,No,2090,251, -   , -   ,0,Dec'24,11/1/2025,Yes,,100%,,,,Intransit
24-Dec,Carry Forward,36AADCA2325A1ZG,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1289001252,Regular,45657,2004.8,Telangana,No,1790,215, -   , -   ,0,Dec'24,11/1/2025,Yes,,100%,,,,Intransit
24-Dec,Carry Forward,36AADCA2325A1ZG,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,72067614,Regular,45654,55766.9,Telangana,No,50070,"5,697", -   , -   ,0,Dec'24,11/1/2025,Yes,,100%,,,,Intransit
24-Dec,Carry Forward,36AADCA2325A1ZG,36AABCD0971F1ZX,DAIKIN  AIRCONDITIONING  INDIA PVT. LTD.,2436020779,Regular,45653,117056,Telangana,No,99200, -   ,"8,928","8,928",0,Dec'24,8/1/2025,Yes,,100%,E-Invoice,07578a2fa2ffcadebde41e8326612734798fdbbc9bcd4d54daeafa5d819d3f39,27/12/2024,Invoice not received
24-Dec,Carry Forward,36AADCA2325A1ZG,36ABUFS3605A1Z8,M/S SRI LAKSHMI TRADERS,CASH/24-25/1089,Regular,12/10/2024,2903,Telangana,No,2460.17, -   ,221,221,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,36AADCA2325A1ZG,36ABUFS3605A1Z8,M/S SRI LAKSHMI TRADERS,CASH/24-25/1142,Regular,12/25/2024,2442,Telangana,No,2090.48, -   ,176,176,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,36AADCA2325A1ZG,36AAEFE3297P2ZS,ELITE ENGINEERS,115DG2024-25,Regular,45625,25459.8,Telangana,No,21003, -   ,"2,300","2,300",0,Dec'24,13/01/2025,Yes,,100%,,,,Booked in Nov-24-Invoice no wrongly uploaded by party
24-Dec,Carry Forward,36AADCA2325A1ZG,04AADCA2325A1ZN,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1005000467,Regular,45656,21280,Telangana,No,19000,"2,280", -   , -   ,0,Dec'24,11/1/2025,Yes,,100%,,,,Intransit
24-Dec,Carry Forward,36AADCA2325A1ZG,27AAACH2702H3ZY,HDFC BANK LIMITED,MAP2536651934912,Regular,12/31/2024,132765.72,Telangana,No,112513.32,"20,252", -   , -   ,0,Dec'24,10/1/2025,Yes,,100%,,,,Booked In Jan-25
24-Dec,Carry Forward,23AADCA2325A1ZN,23AACCT3815D3ZS,TIGER TOP CULTURAL & ADVENTURE TOURS PVT. LTD.,L281,Regular,12/19/2024,4480,Madhya Pradesh,No,4000,0,240,240,0,Dec'24,9/1/2025,Yes,,100%,E-Invoice,8a43b77a51e642cc09415bbad1744f38469ce54c80509ddaeae26877ee9a0046,20/12/2024,Invoice not received
24-Dec,Carry Forward,29AADCA2325A1ZB,29AACCM4684P1ZN,METRO CASH AND CARRY INDIA LIMITED,T0SL10224913377,Regular,12/4/2024,1074.05,Karnataka,No,929.01,0,72.52,72.52,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,29AADCA2325A1ZB,29AAACB0446L1ZO,BLUE DART EXPRESS LIMITED,2024C29R00006827,Regular,45657,129.65,Karnataka,No,109.87,0,9.89,9.89,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,29AADCA2325A1ZB,29AMSPV9298F1ZR,FAST FIRE SAFETY,24-25/417,Regular,12/15/2024,1133,Karnataka,No,960,0,86.4,86.4,0,Dec'24,13/01/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,29AADCA2325A1ZB,29AAMCB0207B1Z6,BHARAT DATA SERVICES PRIVATE LIMITED,241129001649,Regular,12/1/2024,2890,Karnataka,No,2449,0,220.41,220.41,0,Dec'24,13/01/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,29AADCA2325A1ZB,29AAMCB0207B1Z6,BHARAT DATA SERVICES PRIVATE LIMITED,241129001837,Regular,12/1/2024,2595,Karnataka,No,2199,0,197.91,197.91,0,Dec'24,13/01/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,29AADCA2325A1ZB,29AALCR8048K1ZL,RASAN INFOTECH PRIVATE LIMITED,RAB24SER2018,Regular,12/31/2024,1886,Karnataka,No,1598,0,143.82,143.82,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,29AADCA2325A1ZB,29AALCR8048K1ZL,RASAN INFOTECH PRIVATE LIMITED,RAB24SER2019,Regular,12/31/2024,2359,Karnataka,No,1999,0,179.91,179.91,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,37AADCA2325A1ZE,08AAECR0564M1Z3,RK WORLDINFOCOM PRIVATE LIMITED,JPX1-746027,Regular,12/31/2024,280,Andhra Pradesh,No,237.29,42.71,0,0,0,Dec'24,10/1/2025,Yes,,100%,,,,Invoice not received
25-Jan,Carry Forward,04AADCA2325A1ZN,04AAACB0446L1Z0,BLUE DART EXPRESS LIMITED,2025104R00000151,Regular,31/01/2025,2301.76,Chandigarh,No,1950.64,0,175.56,175.56,0,Jan'25,11/2/2025,Yes,,100%,,,,GSTIN of OWN
25-Jan,Carry Forward,04AADCA2325A1ZN,04AAACB0446L1Z0,BLUE DART EXPRESS LIMITED,2025104R00000152,Regular,31/01/2025,22561.77,Chandigarh,No,19120.15,0,1720.81,1720.81,0,Jan'25,11/2/2025,Yes,,100%,,,,GSTIN of supplier
25-Jan,Carry Forward,04AADCA2325A1ZN,04AAACB0446L1Z0,BLUE DART EXPRESS LIMITED,2025104R00000153,Regular,31/01/2025,19370.35,Chandigarh,No,16415.55,0,1477.4,1477.4,0,Jan'25,11/2/2025,Yes,,100%,,,,Trade/Legal name
25-Jan,Carry Forward,04AADCA2325A1ZN,24AADCA2325A1ZL,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1296000683,Regular,12/1/2025,30800,Chandigarh,No,27500,3300,0,0,0,Jan'25,11/2/2025,Yes,,100%,,,,Invoice Details
25-Jan,Carry Forward,04AADCA2325A1ZN,24AADCA2325A1ZL,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1296000684,Regular,12/1/2025,40320,Chandigarh,No,36000,4320,0,0,0,Jan'25,11/2/2025,Yes,,100%,,,,Invoice type
25-Jan,Carry Forward,04AADCA2325A1ZN,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1004001624,Regular,29/01/2025,3796.8,Chandigarh,No,3390,406.8,0,0,0,Jan'25,11/2/2025,Yes,,100%,,,,Invoice Date
25-Jan,Carry Forward,04AADCA2325A1ZN,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1029000278,Regular,3/1/2025,2800,Chandigarh,No,2500,300,0,0,0,Jan'25,11/2/2025,Yes,,100%,,,,Invoice Value(₹)
25-Jan,Carry Forward,04AADCA2325A1ZN,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1289001283,Regular,9/1/2025,5600,Chandigarh,No,5000,600,0,0,0,Jan'25,11/2/2025,Yes,,100%,,,,Place of supply
25-Jan,Carry Forward,04AADCA2325A1ZN,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1289001333,Regular,26/01/2025,3348.8,Chandigarh,No,2990,358.8,0,0,0,Jan'25,11/2/2025,Yes,,100%,,,,Supply Attract Reverse Charge
25-Jan,Carry Forward,04AADCA2325A1ZN,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,72068322,Regular,27/01/2025,11608.1,Chandigarh,No,11270,338.1,0,0,0,Jan'25,11/2/2025,Yes,,100%,,,,Taxable Value (₹)
25-Jan,Carry Forward,04AADCA2325A1ZN,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,72068395,Regular,30/01/2025,67054.4,Chandigarh,No,59870,7184.4,0,0,0,Jan'25,11/2/2025,Yes,,100%,,,,Integrated Tax(₹)
25-Jan,Carry Forward,04AADCA2325A1ZN,04AAACB2894G1ZV,BHARTI AIRTEL LTD.,HT2504I000244323,Regular,3/1/2025,823.64,Chandigarh,No,698,0,62.82,62.82,0,Jan'25,10/2/2025,Yes,,100%,,,,Central Tax(₹)
25-Jan,Carry Forward,04AADCA2325A1ZN,04AACCC8021G1Z5,CSJ INFRASTRUCTURE PVT LTD,24250401111831,Regular,30/01/2025,3518.74,Chandigarh,No,2980.74,0,269,269,0,Jan'25,11/2/2025,Yes,,100%,E-Invoice,daba1d92f82762fd8ab15b1c08f53c2cbbf4a23e207a709bd521395b4a91db6e,30/01/2025,State/UT Tax(₹)
25-Jan,Carry Forward,04AADCA2325A1ZN,27AAACH2702H3ZY,HDFC BANK LIMITED,MAP2503135921215,Regular,31/01/2025,57467.18,Chandigarh,No,48701,8766.18,0,0,0,Jan'25,10/2/2025,Yes,,100%,,,,Cess(₹)
25-Jan,Carry Forward,06AADCA2325A1ZJ,06AAACB0446L1ZW,BLUE DART EXPRESS LTD.,2025106R00000970,Regular,31/01/2025,3532.26,Haryana,No,2993.44,0,269.41,269.41,0,Jan'25,11/2/2025,Yes,,100%,,,,GSTR-1/IFF/GSTR-5 Period
25-Jan,Carry Forward,06AADCA2325A1ZJ,06AAACB0446L1ZW,BLUE DART EXPRESS LTD.,2025106R00000971,Regular,31/01/2025,9420.48,Haryana,No,7983.46,0,718.51,718.51,0,Jan'25,11/2/2025,Yes,,100%,,,,GSTR-1/IFF/GSTR-5 Filing Date
25-Jan,Carry Forward,06AADCA2325A1ZJ,24AADCA2325A1ZL,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1296000665,Regular,4/1/2025,10361.4,Haryana,No,9550,811.4,0,0,0,Jan'25,11/2/2025,Yes,,100%,,,,ITC Availability
25-Jan,Carry Forward,06AADCA2325A1ZJ,24AADCA2325A1ZL,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1296000692,Regular,16/01/2025,5040,Haryana,No,4500,540,0,0,0,Jan'25,11/2/2025,Yes,,100%,,,,Reason
25-Jan,Carry Forward,06AADCA2325A1ZJ,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1029000288,Regular,10/1/2025,4130,Haryana,No,3500,630,0,0,0,Jan'25,11/2/2025,Yes,,100%,,,,Applicable % of Tax Rate
25-Jan,Carry Forward,06AADCA2325A1ZJ,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1289001307,Regular,18/01/2025,5252.8,Haryana,No,4690,562.8,0,0,0,Jan'25,11/2/2025,Yes,,100%,,,,Source
25-Jan,Carry Forward,06AADCA2325A1ZJ,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1289001340,Regular,27/01/2025,5040,Haryana,No,4500,540,0,0,0,Jan'25,11/2/2025,Yes,,100%,,,,IRN
25-Jan,Carry Forward,06AADCA2325A1ZJ,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1289001350,Regular,30/01/2025,3481.4,Haryana,No,3380,101.4,0,0,0,Jan'25,11/2/2025,Yes,,100%,,,,IRN Date
25-Jan,Carry Forward,06AADCA2325A1ZJ,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,72068437,Regular,31/01/2025,2004.8,Haryana,No,1790,214.8,0,0,0,Jan'25,11/2/2025,Yes,,100%,,,,
25-Jan,Carry Forward,06AADCA2325A1ZJ,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,72068439,Regular,31/01/2025,28170.5,Haryana,No,27350,820.5,0,0,0,Jan'25,11/2/2025,Yes,,100%,,,,
25-Jan,Carry Forward,06AADCA2325A1ZJ,19AADCA2325A1ZC,HOUSE OF ANITA DONGRE LIMITED,240TO1011000708,Regular,31/01/2025,42560,Haryana,No,38000,4560,0,0,0,Jan'25,11/2/2025,Yes,,100%,,,,
25-Jan,Carry Forward,06AADCA2325A1ZJ,27AAACH2702H3ZY,HDFC BANK LIMITED,MAP2503135936318,Regular,31/01/2025,16969.2,Haryana,No,14380.68,2588.52,0,0,0,Jan'25,10/2/2025,Yes,,100%,,,,
25-Jan,Carry Forward,07AADCA2325A1ZH,07ABFPS3644C3ZQ,SILKY INTERNET CABLE,3976,Regular,16/01/2025,2950,Delhi,No,2500,0,225,225,0,Jan'25,10/2/2025,Yes,,100%,,,,
25-Jan,Carry Forward,07AADCA2325A1ZH,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1029000282,Regular,3/1/2025,12565,Delhi,No,11300,1265,0,0,0,Jan'25,11/2/2025,Yes,,100%,,,,
25-Jan,Carry Forward,07AADCA2325A1ZH,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1029000284,Regular,3/1/2025,2800,Delhi,No,2500,300,0,0,0,Jan'25,11/2/2025,Yes,,100%,,,,
25-Jan,Carry Forward,07AADCA2325A1ZH,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1289001277,Regular,9/1/2025,5600,Delhi,No,5000,600,0,0,0,Jan'25,11/2/2025,Yes,,100%,,,,
25-Jan,Carry Forward,07AADCA2325A1ZH,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1289001279,Regular,9/1/2025,2676.8,Delhi,No,2390,286.8,0,0,0,Jan'25,11/2/2025,Yes,,100%,,,,
25-Jan,Carry Forward,07AADCA2325A1ZH,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1289001289,Regular,11/1/2025,2362.5,Delhi,No,2250,112.5,0,0,0,Jan'25,11/2/2025,Yes,,100%,,,,
25-Jan,Carry Forward,07AADCA2325A1ZH,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1289001294,Regular,14/01/2025,7280,Delhi,No,6500,780,0,0,0,Jan'25,11/2/2025,Yes,,100%,,,,
25-Jan,Carry Forward,07AADCA2325A1ZH,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1289001306,Regular,18/01/2025,22288,Delhi,No,19900,2388,0,0,0,Jan'25,11/2/2025,Yes,,100%,,,,
25-Jan,Carry Forward,07AADCA2325A1ZH,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1289001309,Regular,20/01/2025,1770,Delhi,No,1500,270,0,0,0,Jan'25,11/2/2025,Yes,,100%,,,,
25-Jan,Carry Forward,07AADCA2325A1ZH,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1289001348,Regular,29/01/2025,670.88,Delhi,No,599,71.88,0,0,0,Jan'25,11/2/2025,Yes,,100%,,,,
25-Jan,Carry Forward,07AADCA2325A1ZH,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,72068256,Regular,24/01/2025,209903.4,Delhi,No,189070,20833.4,0,0,0,Jan'25,11/2/2025,Yes,,100%,,,,
25-Jan,Carry Forward,07AADCA2325A1ZH,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,72068325,Regular,27/01/2025,8500.8,Delhi,No,7590,910.8,0,0,0,Jan'25,11/2/2025,Yes,,100%,,,,
25-Jan,Carry Forward,07AADCA2325A1ZH,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,72068391,Regular,30/01/2025,209694.1,Delhi,No,188430,21264.1,0,0,0,Jan'25,11/2/2025,Yes,,100%,,,,
25-Jan,Carry Forward,07AADCA2325A1ZH,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,72068392,Regular,30/01/2025,109052.3,Delhi,No,97640,11412.3,0,0,0,Jan'25,11/2/2025,Yes,,100%,,,,
25-Jan,Carry Forward,07AADCA2325A1ZH,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,72068403,Regular,30/01/2025,5600,Delhi,No,5000,600,0,0,0,Jan'25,11/2/2025,Yes,,100%,,,,
25-Jan,Carry Forward,07AADCA2325A1ZH,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,72068404,Regular,30/01/2025,7280,Delhi,No,6500,780,0,0,0,Jan'25,11/2/2025,Yes,,100%,,,,
25-Jan,Carry Forward,07AADCA2325A1ZH,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,72068405,Regular,30/01/2025,11088,Delhi,No,9900,1188,0,0,0,Jan'25,11/2/2025,Yes,,100%,,,,
25-Jan,Carry Forward,07AADCA2325A1ZH,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,72068431,Regular,31/01/2025,76720,Delhi,No,68500,8220,0,0,0,Jan'25,11/2/2025,Yes,,100%,,,,
25-Jan,Carry Forward,07AADCA2325A1ZH,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,72068438,Regular,31/01/2025,58813,Delhi,No,57100,1713,0,0,0,Jan'25,11/2/2025,Yes,,100%,,,,
25-Jan,Carry Forward,07AADCA2325A1ZH,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,72068441,Regular,31/01/2025,8400,Delhi,No,8000,400,0,0,0,Jan'25,11/2/2025,Yes,,100%,,,,
25-Jan,Carry Forward,07AADCA2325A1ZH,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,72068442,Regular,31/01/2025,19061.7,Delhi,No,17180,1881.7,0,0,0,Jan'25,11/2/2025,Yes,,100%,,,,
25-Jan,Carry Forward,07AADCA2325A1ZH,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,72068443,Regular,31/01/2025,23993,Delhi,No,21350,2643,0,0,0,Jan'25,11/2/2025,Yes,,100%,,,,
25-Jan,Carry Forward,07AADCA2325A1ZH,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,72068444,Regular,31/01/2025,5040,Delhi,No,4500,540,0,0,0,Jan'25,11/2/2025,Yes,,100%,,,,
25-Jan,Carry Forward,07AADCA2325A1ZH,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,72068445,Regular,31/01/2025,22288,Delhi,No,19900,2388,0,0,0,Jan'25,11/2/2025,Yes,,100%,,,,
25-Jan,Carry Forward,07AADCA2325A1ZH,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,72068447,Regular,31/01/2025,19040,Delhi,No,17000,2040,0,0,0,Jan'25,11/2/2025,Yes,,100%,,,,
