Billing Document,Document Number,POS Invoice No.,Business Area,Posting Date,Document Type,Document Date,Assignment,G/L Account,Cleared/open items symbol,Item,Line item,Purchasing Document,Quantity,Posting Period,Posting Key,Amount in local currency,Local Currency,Tax code,Clearing Document,Reference,Account,Special G/L Ind.,Cost Center,Company Code,Discount Percent 2,Debit/Credit Ind.,Text,Customer,User name,Offsetting acct no.,Vendor,Year/month,Offsett.account type,Site,Account Type
,5100021308,,,2/8/2025,RE,1/13/2025,20250208,10065007,,0,7,,0.000,11,40,141.38,INR,0A,,SWPO24/7413,10065007,,,IN01,0.000,S,,,NIRMITIC,400119,,2024/11,K,,S
,5100021308,,,2/8/2025,RE,1/13/2025,20250208,10065007,,0,8,,0.000,11,40,119.00,INR,0A,,SWPO24/7413,10065007,,,IN01,0.000,S,,,NIRMITIC,400119,,2024/11,K,,S
,5100021308,,,2/8/2025,RE,1/13/2025,20250208,10065007,,0,9,,0.000,11,40,65.81,INR,0A,,SWPO24/7413,10065007,,,IN01,0.000,S,,,NIRMITIC,400119,,2024/11,K,,S
,5100021308,,,2/8/2025,RE,1/13/2025,20250208,10065007,,0,10,,0.000,11,40,83.13,INR,0A,,SWPO24/7413,10065007,,,IN01,0.000,S,,,NIRMITIC,400119,,2024/11,K,,S
,5100021308,,,2/8/2025,RE,1/13/2025,20250208,10065007,,0,11,,0.000,11,40,135.19,INR,0A,,SWPO24/7413,10065007,,,IN01,0.000,S,,,NIRMITIC,400119,,2024/11,K,,S
,5100021309,,,2/8/2025,RE,2/3/2025,20250208,10065007,,0,3,,0.000,11,40,34.13,INR,0A,,SWPO24/7926,10065007,,,IN01,0.000,S,,,NIRMITIC,400119,,2024/11,K,,S
,5100021361,,,2/8/2025,RE,2/3/2025,20250208,10065007,,0,3,,0.000,11,40,19.50,INR,0A,,SWPO24/7930,10065007,,,IN01,0.000,S,,,NIRMITIC,400119,,2024/11,K,,S
,5100021365,,,2/8/2025,RE,2/1/2025,20250208,10065007,,0,3,,0.000,11,40,110.50,INR,0A,,SWPO24/7899,10065007,,,IN01,0.000,S,,,NIRMITIC,400119,,2024/11,K,,S
,5100021372,,,2/8/2025,RE,1/30/2024,20250208,10065007,,0,3,,0.000,11,40,123.25,INR,0A,,SWPO24/7861,10065007,,,IN01,0.000,S,,,NIRMITIC,400119,,2024/11,K,,S
,5100021377,,,2/8/2025,RE,1/30/2025,20250208,10065007,,0,3,,0.000,11,40,121.50,INR,0A,,SWPO24/7860,10065007,,,IN01,0.000,S,,,NIRMITIC,400119,,2024/11,K,,S
,5100021382,,,2/8/2025,RE,1/30/2025,20250208,10065007,,0,4,,0.000,11,40,117.00,INR,0A,,SWPO24/7858,10065007,,,IN01,0.000,S,,,NIRMITIC,400119,,2024/11,K,,S
,5100021382,,,2/8/2025,RE,1/30/2025,20250208,10065007,,0,5,,0.000,11,40,111.38,INR,0A,,SWPO24/7858,10065007,,,IN01,0.000,S,,,NIRMITIC,400119,,2024/11,K,,S
,5100021383,,,2/8/2025,RE,2/1/2025,20250208,10065007,,0,3,,0.000,11,40,168.00,INR,0A,,SWPO24/7898,10065007,,,IN01,0.000,S,,,NIRMITIC,400119,,2024/11,K,,S
,5100021384,,,2/8/2025,RE,1/20/2025,20250208,10065007,,0,3,,0.000,11,40,36.75,INR,0A,,SWPO24/7552,10065007,,,IN01,0.000,S,,,NIRMITIC,400119,,2024/11,K,,S
,5100021889,,,2/8/2025,RE,2/8/2025,20250208,10065007,,0,3,,0.000,11,40,250.80,INR,0B,,0072068543,10065007,,,IN01,0.000,S,,,SRINIVASS,V-0887,,2024/11,K,,S
,5100021907,,,2/8/2025,RE,2/8/2025,20250208,10065007,,0,3,,0.000,11,40,39.50,INR,0A,,0072068580,10065007,,,IN01,0.000,S,,,SRINIVASS,V-0911,,2024/11,K,,S
,5100021920,,,2/8/2025,RE,2/8/2025,20250208,10065007,,0,3,,0.000,11,40,142.80,INR,0B,,0072068592,10065007,,,IN01,0.000,S,,,SRINIVASS,V-1350,,2024/11,K,,S
,5100021947,,,2/8/2025,RE,2/8/2025,20250208,10065007,,0,3,,0.000,11,40,425.00,INR,0A,,0072068607,10065007,,,IN01,0.000,S,,,SRINIVASS,V-1534,,2024/11,K,,S
,5100021960,,,2/8/2025,RE,2/8/2025,20250208,10065007,,0,3,,0.000,11,40,400.00,INR,0A,,0072068653,10065007,,,IN01,0.000,S,,,SRINIVASS,V-1654,,2024/11,K,,S
,5100022385,,,2/8/2025,RE,1/30/2024,20250208,10065007,,0,3,,0.000,11,50,-123.25,INR,0A,,SWPO24/7861,10065007,,,IN01,0.000,H,,,ANUSHKAD,400119,,2024/11,K,,S
,5100022386,,,2/8/2025,RE,1/30/2025,20250208,10065007,,0,3,,0.000,11,40,123.25,INR,0A,,SWPO24/7861,10065007,,,IN01,0.000,S,,,ANUSHKAD,400119,,2024/11,K,,S
,5100020652,,,2/9/2025,RE,2/9/2025,20250209,10065007,,0,3,,0.000,11,40,190.80,INR,0B,,0072068635,10065007,,,IN01,0.000,S,,,SAPAUTO,V-0887,,2024/11,K,,S
,5100020771,,,2/9/2025,RE,2/9/2025,20250209,10065007,,0,3,,0.000,11,40,154.80,INR,0B,,0072068669,10065007,,,IN01,0.000,S,,,SAPAUTO,V-1350,,2024/11,K,,S
,1400001415,,,2/10/2025,DZ,2/10/2025,20250210,10065007,,0,7,,0.000,11,40,829.03,INR,0C,,0000000000000000,10065007,,,IN01,0.000,S,,,SAMITG,300095,,2024/11,D,,S
,1400001429,,,2/10/2025,DZ,2/10/2025,20250210,10065007,,0,4,,0.000,11,40,50.96,INR,0C,,HDFC2HDFC225041,10065007,,,IN01,0.000,S,,,SAMITG,300095,,2024/11,D,,S
,1900004862,,,2/10/2025,KR,2/1/2025,20250210,10065007,,0,3,,0.000,11,40,544.50,INR,0C,,INV1812502010016,10065007,,,IN01,0.000,S,,,DHANSHREEB,503618,,2024/11,K,,S
,1900004920,,,2/10/2025,KR,2/1/2025,20250210,10065007,,0,3,,0.000,11,40,"14,400.00",INR,0C,,ORMI/1457/24-25,10065007,,,IN01,0.000,S,,,DHANSHREEB,502951,,2024/11,K,,S
,1900004921,,,2/10/2025,KR,2/3/2025,20250210,10065007,,0,3,,0.000,11,40,"141,775.56",INR,0C,,ORMI/1487/24-25,10065007,,,IN01,0.000,S,,,DHANSHREEB,502951,,2024/11,K,,S
,5100020758,,,2/10/2025,RE,2/10/2025,20250210,10065007,,0,3,,0.000,11,40,"1,440.00",INR,0B,,0072068601,10065007,,,IN01,0.000,S,,,SAPAUTO,V-1350,,2024/11,K,,S
,5100020759,,,2/10/2025,RE,2/10/2025,20250210,10065007,,0,3,,0.000,11,40,226.80,INR,0B,,0072068647,10065007,,,IN01,0.000,S,,,SAPAUTO,V-1534,,2024/11,K,,S
,5100020760,,,2/10/2025,RE,2/10/2025,20250210,10065007,,0,3,,0.000,11,40,26.10,INR,0I,,0072068666,10065007,,,IN01,0.000,S,,,SAPAUTO,V-1654,,2024/11,K,,S
,5100020768,,,2/10/2025,RE,2/10/2025,20250210,10065007,,0,3,,0.000,11,40,250.80,INR,0B,,0072068608,10065007,,,IN01,0.000,S,,,SAPAUTO,V-1534,,2024/11,K,,S
,5100020768,,,2/10/2025,RE,2/10/2025,20250210,10065007,,0,5,,0.000,11,40,250.80,INR,0B,,0072068608,10065007,,,IN01,0.000,S,,,SAPAUTO,V-1534,,2024/11,K,,S
,5100020768,,,2/10/2025,RE,2/10/2025,20250210,10065007,,0,7,,0.000,11,40,540.00,INR,0B,,0072068608,10065007,,,IN01,0.000,S,,,SAPAUTO,V-1534,,2024/11,K,,S
,5100020768,,,2/10/2025,RE,2/10/2025,20250210,10065007,,0,9,,0.000,11,40,540.00,INR,0B,,0072068608,10065007,,,IN01,0.000,S,,,SAPAUTO,V-1534,,2024/11,K,,S
,5100020768,,,2/10/2025,RE,2/10/2025,20250210,10065007,,0,11,,0.000,11,40,250.80,INR,0B,,0072068608,10065007,,,IN01,0.000,S,,,SAPAUTO,V-1534,,2024/11,K,,S
,5100020768,,,2/10/2025,RE,2/10/2025,20250210,10065007,,0,13,,0.000,11,40,540.00,INR,0B,,0072068608,10065007,,,IN01,0.000,S,,,SAPAUTO,V-1534,,2024/11,K,,S
,5100020768,,,2/10/2025,RE,2/10/2025,20250210,10065007,,0,15,,0.000,11,40,540.00,INR,0B,,0072068608,10065007,,,IN01,0.000,S,,,SAPAUTO,V-1534,,2024/11,K,,S
,5100020769,,,2/10/2025,RE,2/10/2025,20250210,10065007,,0,3,,0.000,11,40,925.00,INR,0A,,0072068602,10065007,,,IN01,0.000,S,,,SAPAUTO,V-1350,,2024/11,K,,S
,5100020769,,,2/10/2025,RE,2/10/2025,20250210,10065007,,0,5,,0.000,11,40,360.00,INR,0B,,0072068602,10065007,,,IN01,0.000,S,,,SAPAUTO,V-1350,,2024/11,K,,S
,5100020769,,,2/10/2025,RE,2/10/2025,20250210,10065007,,0,7,,0.000,11,40,274.80,INR,0B,,0072068602,10065007,,,IN01,0.000,S,,,SAPAUTO,V-1350,,2024/11,K,,S
,5100020769,,,2/10/2025,RE,2/10/2025,20250210,10065007,,0,9,,0.000,11,40,214.80,INR,0B,,0072068602,10065007,,,IN01,0.000,S,,,SAPAUTO,V-1350,,2024/11,K,,S
,5100020769,,,2/10/2025,RE,2/10/2025,20250210,10065007,,0,11,,0.000,11,40,"1,560.00",INR,0B,,0072068602,10065007,,,IN01,0.000,S,,,SAPAUTO,V-1350,,2024/11,K,,S
,5100020770,,,2/10/2025,RE,2/10/2025,20250210,10065007,,0,3,,0.000,11,40,"1,426.80",INR,0B,,0072068642,10065007,,,IN01,0.000,S,,,SAPAUTO,V-1350,,2024/11,K,,S
,5100020772,,,2/10/2025,RE,2/10/2025,20250210,10065007,,0,3,,0.000,11,40,214.80,INR,0B,,0072068616,10065007,,,IN01,0.000,S,,,SAPAUTO,V-1542,,2024/11,K,,S
,5100020773,,,2/10/2025,RE,2/10/2025,20250210,10065007,,0,3,,0.000,11,40,478.80,INR,0B,,0072068617,10065007,,,IN01,0.000,S,,,SAPAUTO,V-1542,,2024/11,K,,S
,5100020955,,,2/10/2025,RE,1/31/2025,20250210,10065007,,0,3,,0.000,11,40,750.00,INR,0A,,CJ/0482/24-25,10065007,,,IN01,0.000,S,,,SHARWARIP,700696,,2024/11,K,,S
,5100020990,,,2/10/2025,RE,1/9/2025,20250210,10065007,,0,3,,0.000,11,40,300.00,INR,0A,,1335,10065007,,,IN01,0.000,S,,,SHARWARIP,300256,,2024/11,K,,S
,5100021908,,,2/10/2025,RE,2/10/2025,20250210,10065007,,0,3,,0.000,11,40,312.00,INR,0B,,0072068585,10065007,,,IN01,0.000,S,,,SRINIVASS,V-0911,,2024/11,K,,S
,5100021919,,,2/10/2025,RE,2/10/2025,20250210,10065007,,0,3,,0.000,11,40,420.00,INR,0B,,0072068590,10065007,,,IN01,0.000,S,,,SRINIVASS,V-1350,,2024/11,K,,S
,1400001416,,,2/11/2025,DZ,2/11/2025,20250211,10065007,,0,15,,0.000,11,40,"3,610.44",INR,0C,,0000000000000000,10065007,,,IN01,0.000,S,,,SAMITG,300095,,2024/11,D,,S
,5100020806,,,2/11/2025,RE,1/2/2025,20250211,10065007,,0,4,,0.000,11,50,-600.00,INR,0A,,190,10065007,,,IN01,0.000,H,,,ANUSHKAD,400790,,2024/11,K,,S
,5100020806,,,2/11/2025,RE,1/2/2025,20250211,10065007,,0,5,,0.000,11,50,-600.00,INR,0A,,190,10065007,,,IN01,0.000,H,,,ANUSHKAD,400790,,2024/11,K,,S
,5100020834,,,2/11/2025,RE,2/11/2025,20250211,10065007,,0,3,,0.000,11,40,540.00,INR,0B,,0072068611,10065007,,,IN01,0.000,S,,,SAPAUTO,V-1534,,2024/11,K,,S
,5100020834,,,2/11/2025,RE,2/11/2025,20250211,10065007,,0,5,,0.000,11,40,406.80,INR,0B,,0072068611,10065007,,,IN01,0.000,S,,,SAPAUTO,V-1534,,2024/11,K,,S
,5100020835,,,2/11/2025,RE,2/11/2025,20250211,10065007,,0,3,,0.000,11,40,840.00,INR,0B,,0072068636,10065007,,,IN01,0.000,S,,,SAPAUTO,V-0911,,2024/11,K,,S
,5100020865,,,2/11/2025,RE,1/20/2025,20250211,10065007,,0,3,,0.000,11,40,150.00,INR,0A,,CJ/0462/24-25,10065007,,,IN01,0.000,S,,,SHARWARIP,700696,,2024/11,K,,S
,5100020872,,,2/11/2025,RE,1/21/2025,20250211,10065007,,0,3,,0.000,11,40,"2,820.00",INR,0A,,CJ/0465/24-25,10065007,,,IN01,0.000,S,,,SHARWARIP,700696,,2024/11,K,,S
,5100020873,,,2/11/2025,RE,1/27/2025,20250211,10065007,,0,5,,0.000,11,40,"1,950.00",INR,0A,,CJ/0473/24-25,10065007,,,IN01,0.000,S,,,SHARWARIP,700696,,2024/11,K,,S
,5100020873,,,2/11/2025,RE,1/27/2025,20250211,10065007,,0,6,,0.000,11,40,150.00,INR,0A,,CJ/0473/24-25,10065007,,,IN01,0.000,S,,,SHARWARIP,700696,,2024/11,K,,S
,5100020873,,,2/11/2025,RE,1/27/2025,20250211,10065007,,0,7,,0.000,11,40,225.00,INR,0A,,CJ/0473/24-25,10065007,,,IN01,0.000,S,,,SHARWARIP,700696,,2024/11,K,,S
,5100020874,,,2/11/2025,RE,2/2/2025,20250211,10065007,,0,7,,0.000,11,40,780.00,INR,0A,,1187,10065007,,,IN01,0.000,S,,,SHARWARIP,300259,,2024/11,K,,S
,5100020874,,,2/11/2025,RE,2/2/2025,20250211,10065007,,0,8,,0.000,11,40,140.00,INR,0A,,1187,10065007,,,IN01,0.000,S,,,SHARWARIP,300259,,2024/11,K,,S
,5100020874,,,2/11/2025,RE,2/2/2025,20250211,10065007,,0,9,,0.000,11,40,125.00,INR,0A,,1187,10065007,,,IN01,0.000,S,,,SHARWARIP,300259,,2024/11,K,,S
,5100020874,,,2/11/2025,RE,2/2/2025,20250211,10065007,,0,10,,0.000,11,40,90.00,INR,0A,,1187,10065007,,,IN01,0.000,S,,,SHARWARIP,300259,,2024/11,K,,S
,5100020874,,,2/11/2025,RE,2/2/2025,20250211,10065007,,0,11,,0.000,11,40,125.00,INR,0A,,1187,10065007,,,IN01,0.000,S,,,SHARWARIP,300259,,2024/11,K,,S
,5100020875,,,2/11/2025,RE,2/1/2025,20250211,10065007,,0,3,,0.000,11,40,110.00,INR,0A,,CJ/0484/24-25,10065007,,,IN01,0.000,S,,,SHARWARIP,700696,,2024/11,K,,S
,5100020876,,,2/11/2025,RE,2/1/2025,20250211,10065007,,0,3,,0.000,11,40,525.00,INR,0A,,CJ/0483/24-25,10065007,,,IN01,0.000,S,,,SHARWARIP,700696,,2024/11,K,,S
,5100020878,,,2/11/2025,RE,1/24/2025,20250211,10065007,,0,3,,0.000,11,40,50.00,INR,0A,,278,10065007,,,IN01,0.000,S,,,SHARWARIP,300135,,2024/11,K,,S
,5100020883,,,2/11/2025,RE,1/29/2025,20250211,10065007,,0,3,,0.000,11,40,"1,000.00",INR,0A,,1183,10065007,,,IN01,0.000,S,,,SHARWARIP,300259,,2024/11,K,,S
,5100020884,,,2/11/2025,RE,1/29/2025,20250211,10065007,,0,3,,0.000,11,40,"1,000.00",INR,0A,,CJ/0478/24-25,10065007,,,IN01,0.000,S,,,SHARWARIP,700696,,2024/11,K,,S
,5100020886,,,2/11/2025,RE,1/21/2025,20250211,10065007,,0,3,,0.000,11,40,"2,000.00",INR,0A,,CJ/0468/24-25,10065007,,,IN01,0.000,S,,,SHARWARIP,700696,,2024/11,K,,S
,5100020888,,,2/11/2025,RE,1/28/2025,20250211,10065007,,0,3,,0.000,11,40,825.00,INR,0A,,861,10065007,,,IN01,0.000,S,,,SHARWARIP,300253,,2024/11,K,,S
,5100020890,,,2/11/2025,RE,1/21/2025,20250211,10065007,,0,4,,0.000,11,40,50.00,INR,0A,,754,10065007,,,IN01,0.000,S,,,SHARWARIP,300269,,2024/11,K,,S
,5100020890,,,2/11/2025,RE,1/21/2025,20250211,10065007,,0,5,,0.000,11,40,225.00,INR,0A,,754,10065007,,,IN01,0.000,S,,,SHARWARIP,300269,,2024/11,K,,S
,5100020891,,,2/11/2025,RE,1/23/2025,20250211,10065007,,0,3,,0.000,11,40,200.00,INR,0A,,42,10065007,,,IN01,0.000,S,,,SHARWARIP,300309,,2024/11,K,,S
,5100020892,,,2/11/2025,RE,1/28/2025,20250211,10065007,,0,4,,0.000,11,40,225.00,INR,0A,,216,10065007,,,IN01,0.000,S,,,SHARWARIP,300225,,2024/11,K,,S
,5100020892,,,2/11/2025,RE,1/28/2025,20250211,10065007,,0,5,,0.000,11,40,130.00,INR,0A,,216,10065007,,,IN01,0.000,S,,,SHARWARIP,300225,,2024/11,K,,S
,5100020894,,,2/11/2025,RE,1/28/2025,20250211,10065007,,0,4,,0.000,11,40,135.00,INR,0A,,215,10065007,,,IN01,0.000,S,,,SHARWARIP,300225,,2024/11,K,,S
,5100020894,,,2/11/2025,RE,1/28/2025,20250211,10065007,,0,5,,0.000,11,40,150.00,INR,0A,,215,10065007,,,IN01,0.000,S,,,SHARWARIP,300225,,2024/11,K,,S
,5100020902,,,2/11/2025,RE,1/16/2025,20250211,10065007,,0,5,,0.000,11,40,90.00,INR,0A,,CJ/0459/24-25,10065007,,,IN01,0.000,S,,,SHARWARIP,700696,,2024/11,K,,S
,5100020902,,,2/11/2025,RE,1/16/2025,20250211,10065007,,0,6,,0.000,11,40,150.00,INR,0A,,CJ/0459/24-25,10065007,,,IN01,0.000,S,,,SHARWARIP,700696,,2024/11,K,,S
,5100020902,,,2/11/2025,RE,1/16/2025,20250211,10065007,,0,7,,0.000,11,40,110.00,INR,0A,,CJ/0459/24-25,10065007,,,IN01,0.000,S,,,SHARWARIP,700696,,2024/11,K,,S
,5100020903,,,2/11/2025,RE,1/24/2025,20250211,10065007,,0,3,,0.000,11,40,"3,800.00",INR,0A,,CJ/0471/24-25,10065007,,,IN01,0.000,S,,,SHARWARIP,700696,,2024/11,K,,S
,5100020905,,,2/11/2025,RE,2/11/2025,20250211,10065007,,0,3,,0.000,11,40,25.00,INR,0A,,CJ/0463/24-25,10065007,,,IN01,0.000,S,,,SHARWARIP,700696,,2024/11,K,,S
,5100020908,,,2/11/2025,RE,1/23/2025,20250211,10065007,,0,3,,0.000,11,40,700.00,INR,0A,,41,10065007,,,IN01,0.000,S,,,SHARWARIP,300309,,2024/11,K,,S
,5100020909,,,2/11/2025,RE,1/6/2025,20250211,10065007,,0,4,,0.000,11,40,50.00,INR,0A,,31,10065007,,,IN01,0.000,S,,,SHARWARIP,300309,,2024/11,K,,S
,5100020909,,,2/11/2025,RE,1/6/2025,20250211,10065007,,0,5,,0.000,11,40,25.00,INR,0A,,31,10065007,,,IN01,0.000,S,,,SHARWARIP,300309,,2024/11,K,,S
,5100020910,,,2/11/2025,RE,1/6/2025,20250211,10065007,,0,3,,0.000,11,40,775.00,INR,0A,,30,10065007,,,IN01,0.000,S,,,SHARWARIP,300309,,2024/11,K,,S
,5100020912,,,2/11/2025,RE,1/21/2025,20250211,10065007,,0,3,,0.000,11,40,175.00,INR,0A,,40,10065007,,,IN01,0.000,S,,,SHARWARIP,300309,,2024/11,K,,S
,5100020913,,,2/11/2025,RE,1/21/2025,20250211,10065007,,0,4,,0.000,11,40,60.00,INR,0A,,35,10065007,,,IN01,0.000,S,,,SHARWARIP,300309,,2024/11,K,,S
,5100020913,,,2/11/2025,RE,1/21/2025,20250211,10065007,,0,5,,0.000,11,40,175.00,INR,0A,,35,10065007,,,IN01,0.000,S,,,SHARWARIP,300309,,2024/11,K,,S
,5100020949,,,2/11/2025,RE,2/3/2025,20250211,10065007,,0,3,,0.000,11,40,825.00,INR,0A,,865,10065007,,,IN01,0.000,S,,,SHARWARIP,300253,,2024/11,K,,S
,5100020953,,,2/11/2025,RE,1/13/2025,20250211,10065007,,0,3,,0.000,11,40,225.00,INR,0A,,CJ/0453/24-25,10065007,,,IN01,0.000,S,,,SHARWARIP,700696,,2024/11,K,,S
,5100020954,,,2/11/2025,RE,1/13/2025,20250211,10065007,,0,5,,0.000,11,40,"3,240.00",INR,0A,,CJ/0447/24-25,10065007,,,IN01,0.000,S,,,SHARWARIP,700696,,2024/11,K,,S
,5100020954,,,2/11/2025,RE,1/13/2025,20250211,10065007,,0,6,,0.000,11,40,275.00,INR,0A,,CJ/0447/24-25,10065007,,,IN01,0.000,S,,,SHARWARIP,700696,,2024/11,K,,S
,5100020954,,,2/11/2025,RE,1/13/2025,20250211,10065007,,0,7,,0.000,11,40,337.50,INR,0A,,CJ/0447/24-25,10065007,,,IN01,0.000,S,,,SHARWARIP,700696,,2024/11,K,,S
,5100021571,,,2/11/2025,RE,2/7/2025,20250211,10065007,,0,3,,0.000,11,40,"2,812.92",INR,0A,,976,10065007,,,IN01,0.000,S,,,NIRMITIC,300287,,2024/11,K,,S
,5100021580,,,2/11/2025,RE,2/7/2025,20250211,10065007,,0,4,,0.000,11,40,377.00,INR,0A,,JB/177/24-25,10065007,,,IN01,0.000,S,,,NIRMITIC,MS00212,,2024/11,K,,S
,5100021581,,,2/11/2025,RE,1/31/2025,20250211,10065007,,0,3,,0.000,11,40,"1,760.00",INR,0A,,1279,10065007,,,IN01,0.000,S,,,NIRMITIC,400560,,2024/11,K,,S
,5100021584,,,2/11/2025,RE,2/5/2025,20250211,10065007,,0,3,,0.000,11,40,"1,885.00",INR,0A,,2024-25/506,10065007,,,IN01,0.000,S,,,NIRMITIC,400285,,2024/11,K,,S
,5100021595,,,2/11/2025,RE,2/3/2025,20250211,10065007,,0,4,,0.000,11,40,272.50,INR,0A,,31002425216,10065007,,,IN01,0.000,S,,,NIRMITIC,400766,,2024/11,K,,S
,5100021595,,,2/11/2025,RE,2/3/2025,20250211,10065007,,0,5,,0.000,11,40,10.90,INR,0A,,31002425216,10065007,,,IN01,0.000,S,,,NIRMITIC,400766,,2024/11,K,,S
,5100021596,,,2/11/2025,RE,2/3/2025,20250211,10065007,,0,4,,0.000,11,40,"1,090.00",INR,0A,,31002425215,10065007,,,IN01,0.000,S,,,NIRMITIC,400766,,2024/11,K,,S
,5100021596,,,2/11/2025,RE,2/3/2025,20250211,10065007,,0,5,,0.000,11,40,19.08,INR,0A,,31002425215,10065007,,,IN01,0.000,S,,,NIRMITIC,400766,,2024/11,K,,S
,5100021597,,,2/11/2025,RE,2/7/2025,20250211,10065007,,0,3,,0.000,11,40,58.50,INR,0A,,SWPO24/8049,10065007,,,IN01,0.000,S,,,NIRMITIC,400119,,2024/11,K,,S
,5100021598,,,2/11/2025,RE,2/7/2025,20250211,10065007,,0,3,,0.000,11,40,41.25,INR,0A,,SWPO24/8053,10065007,,,IN01,0.000,S,,,NIRMITIC,400119,,2024/11,K,,S
,5100021599,,,2/11/2025,RE,2/7/2025,20250211,10065007,,0,3,,0.000,11,40,182.25,INR,0A,,SWPO24/8069,10065007,,,IN01,0.000,S,,,NIRMITIC,400119,,2024/11,K,,S
,5100021600,,,2/11/2025,RE,2/7/2025,20250211,10065007,,0,3,,0.000,11,40,39.38,INR,0A,,SWPO24/8068,10065007,,,IN01,0.000,S,,,NIRMITIC,400119,,2024/11,K,,S
,5100021601,,,2/11/2025,RE,2/6/2025,20250211,10065007,,0,3,,0.000,11,40,21.75,INR,0A,,SWPO24/8027,10065007,,,IN01,0.000,S,,,NIRMITIC,400119,,2024/11,K,,S
,5100021602,,,2/11/2025,RE,2/7/2025,20250211,10065007,,0,3,,0.000,11,40,"12,779.75",INR,0A,,SWPO24/8050,10065007,,,IN01,0.000,S,,,NIRMITIC,400119,,2024/11,K,,S
,5100021606,,,2/11/2025,RE,2/7/2025,20250211,10065007,,0,3,,0.000,11,40,189.38,INR,0A,,SWPO24/8060,10065007,,,IN01,0.000,S,,,NIRMITIC,400119,,2024/11,K,,S
,5100021607,,,2/11/2025,RE,2/7/2025,20250211,10065007,,0,3,,0.000,11,40,455.63,INR,0A,,SWPO24/8055,10065007,,,IN01,0.000,S,,,NIRMITIC,400119,,2024/11,K,,S
,5100021636,,,2/11/2025,RE,2/7/2025,20250211,10065007,,0,3,,0.000,11,40,131.25,INR,0A,,SWPO24/8071,10065007,,,IN01,0.000,S,,,NIRMITIC,400119,,2024/11,K,,S
,5100021637,,,2/11/2025,RE,2/7/2025,20250211,10065007,,0,3,,0.000,11,40,70.00,INR,0A,,SWPO24/8065,10065007,,,IN01,0.000,S,,,NIRMITIC,400119,,2024/11,K,,S
,5100021638,,,2/11/2025,RE,2/7/2025,20250211,10065007,,0,3,,0.000,11,40,38.50,INR,0A,,SWPO24/8059,10065007,,,IN01,0.000,S,,,NIRMITIC,400119,,2024/11,K,,S
,5100021642,,,2/11/2025,RE,2/7/2025,20250211,10065007,,0,3,,0.000,11,40,68.88,INR,0A,,SWPO24/8054,10065007,,,IN01,0.000,S,,,NIRMITIC,400119,,2024/11,K,,S
,5100021655,,,2/11/2025,RE,2/7/2025,20250211,10065007,,0,3,,0.000,11,40,100.63,INR,0A,,SWPO24/8052,10065007,,,IN01,0.000,S,,,NIRMITIC,400119,,2024/11,K,,S
,5100021657,,,2/11/2025,RE,2/7/2025,20250211,10065007,,0,3,,0.000,11,40,108.75,INR,0A,,SWPO24/8067,10065007,,,IN01,0.000,S,,,NIRMITIC,400119,,2024/11,K,,S
,5100021658,,,2/11/2025,RE,2/6/2025,20250211,10065007,,0,3,,0.000,11,40,70.00,INR,0A,,SWPO24/8029,10065007,,,IN01,0.000,S,,,NIRMITIC,400119,,2024/11,K,,S
,5100021659,,,2/11/2025,RE,2/5/2025,20250211,10065007,,0,3,,0.000,11,40,"1,701.38",INR,0A,,SWPO24/7994,10065007,,,IN01,0.000,S,,,NIRMITIC,400119,,2024/11,K,,S
,5100021660,,,2/11/2025,RE,2/4/2025,20250211,10065007,,0,3,,0.000,11,40,"7,765.50",INR,0A,,SWPO24/7956,10065007,,,IN01,0.000,S,,,NIRMITIC,400119,,2024/11,K,,S
,5100021661,,,2/11/2025,RE,2/6/2025,20250211,10065007,,0,4,,0.000,11,40,56.88,INR,0A,,SWPO24/8034,10065007,,,IN01,0.000,S,,,NIRMITIC,400119,,2024/11,K,,S
,5100021661,,,2/11/2025,RE,2/6/2025,20250211,10065007,,0,5,,0.000,11,40,"6,212.50",INR,0A,,SWPO24/8034,10065007,,,IN01,0.000,S,,,NIRMITIC,400119,,2024/11,K,,S
,5100021921,,,2/11/2025,RE,2/11/2025,20250211,10065007,,0,3,,0.000,11,40,540.00,INR,0B,,0072068593,10065007,,,IN01,0.000,S,,,SRINIVASS,V-1350,,2024/11,K,,S
,5100021921,,,2/11/2025,RE,2/11/2025,20250211,10065007,,0,5,,0.000,11,40,24.50,INR,0A,,0072068593,10065007,,,IN01,0.000,S,,,SRINIVASS,V-1350,,2024/11,K,,S
,5100021921,,,2/11/2025,RE,2/11/2025,20250211,10065007,,0,7,,0.000,11,40,19.95,INR,0B,,0072068593,10065007,,,IN01,0.000,S,,,SRINIVASS,V-1350,,2024/11,K,,S
,5100021921,,,2/11/2025,RE,2/11/2025,20250211,10065007,,0,9,,0.000,11,40,39.90,INR,0B,,0072068593,10065007,,,IN01,0.000,S,,,SRINIVASS,V-1350,,2024/11,K,,S
,5100021921,,,2/11/2025,RE,2/11/2025,20250211,10065007,,0,11,,0.000,11,40,19.95,INR,0B,,0072068593,10065007,,,IN01,0.000,S,,,SRINIVASS,V-1350,,2024/11,K,,S
,5100021921,,,2/11/2025,RE,2/11/2025,20250211,10065007,,0,13,,0.000,11,40,24.50,INR,0A,,0072068593,10065007,,,IN01,0.000,S,,,SRINIVASS,V-1350,,2024/11,K,,S
